state,district,agro_zone,latitude,longitude,year,scenario,drought_probability,proj_rainfall_mm,proj_temp_c,base_drought_freq,ndvi_class,data_source
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2036,SSP2-4.5,0.2793,957.9,28.53,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2037,SSP2-4.5,0.3097,953.9,28.62,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2038,SSP2-4.5,0.3084,949.9,28.71,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2039,SSP2-4.5,0.3123,945.9,28.81,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2040,SSP2-4.5,0.3263,941.9,28.9,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2026,SSP5-8.5,0.2477,995.3,27.64,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2027,SSP5-8.5,0.2682,988.6,27.78,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2028,SSP5-8.5,0.2557,982.0,27.92,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2029,SSP5-8.5,0.2759,975.3,28.06,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2030,SSP5-8.5,0.2743,968.6,28.2,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2031,SSP5-8.5,0.2865,961.9,28.34,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2032,SSP5-8.5,0.3041,955.2,28.48,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2033,SSP5-8.5,0.2836,948.6,28.62,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2034,SSP5-8.5,0.3497,941.9,28.76,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2035,SSP5-8.5,0.2956,935.2,28.9,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2036,SSP5-8.5,0.2994,928.5,29.04,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2037,SSP5-8.5,0.3549,921.8,29.18,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2038,SSP5-8.5,0.3557,915.2,29.32,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2039,SSP5-8.5,0.3606,908.5,29.46,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Visakhapatnam,North Coastal,17.6868,83.2185,2040,SSP5-8.5,0.369,901.8,29.6,0.24,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2026,SSP2-4.5,0.2639,972.1,27.59,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2027,SSP2-4.5,0.2504,968.2,27.69,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2028,SSP2-4.5,0.2741,964.3,27.78,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2029,SSP2-4.5,0.2633,960.4,27.87,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2030,SSP2-4.5,0.3006,956.5,27.97,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2031,SSP2-4.5,0.2825,952.6,28.06,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2032,SSP2-4.5,0.2732,948.7,28.15,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2033,SSP2-4.5,0.2877,944.8,28.25,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2034,SSP2-4.5,0.3067,940.9,28.34,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2035,SSP2-4.5,0.2916,937.0,28.43,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2036,SSP2-4.5,0.2908,933.1,28.53,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2037,SSP2-4.5,0.3166,929.2,28.62,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2038,SSP2-4.5,0.3211,925.2,28.71,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2039,SSP2-4.5,0.3105,921.3,28.81,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2040,SSP2-4.5,0.3158,917.4,28.9,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2026,SSP5-8.5,0.2725,969.5,27.64,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2027,SSP5-8.5,0.2468,963.0,27.78,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2028,SSP5-8.5,0.2556,956.5,27.92,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2029,SSP5-8.5,0.2775,950.0,28.06,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2030,SSP5-8.5,0.2957,943.5,28.2,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2031,SSP5-8.5,0.3145,937.0,28.34,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2032,SSP5-8.5,0.3461,930.5,28.48,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2033,SSP5-8.5,0.3421,923.9,28.62,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2034,SSP5-8.5,0.3303,917.4,28.76,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2035,SSP5-8.5,0.3417,910.9,28.9,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2036,SSP5-8.5,0.3306,904.4,29.04,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2037,SSP5-8.5,0.3591,897.9,29.18,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2038,SSP5-8.5,0.3625,891.4,29.32,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2039,SSP5-8.5,0.3836,884.9,29.46,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Vizianagaram,North Coastal,18.1066,83.3956,2040,SSP5-8.5,0.3696,878.4,29.6,0.26,moderate,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2026,SSP2-4.5,0.2034,1116.5,27.59,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2027,SSP2-4.5,0.2268,1112.0,27.69,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2028,SSP2-4.5,0.197,1107.5,27.78,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2029,SSP2-4.5,0.2103,1103.1,27.87,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2030,SSP2-4.5,0.2192,1098.6,27.97,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2031,SSP2-4.5,0.2005,1094.1,28.06,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2032,SSP2-4.5,0.2162,1089.6,28.15,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2033,SSP2-4.5,0.2152,1085.1,28.25,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2034,SSP2-4.5,0.2201,1080.6,28.34,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2035,SSP2-4.5,0.2059,1076.2,28.43,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2036,SSP2-4.5,0.225,1071.7,28.53,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2037,SSP2-4.5,0.2378,1067.2,28.62,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2038,SSP2-4.5,0.2601,1062.7,28.71,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2039,SSP2-4.5,0.2535,1058.2,28.81,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2040,SSP2-4.5,0.2807,1053.7,28.9,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2026,SSP5-8.5,0.1804,1113.5,27.64,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2027,SSP5-8.5,0.219,1106.1,27.78,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2028,SSP5-8.5,0.211,1098.6,27.92,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2029,SSP5-8.5,0.2571,1091.1,28.06,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2030,SSP5-8.5,0.2031,1083.6,28.2,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2031,SSP5-8.5,0.2085,1076.2,28.34,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2032,SSP5-8.5,0.2194,1068.7,28.48,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2033,SSP5-8.5,0.195,1061.2,28.62,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2034,SSP5-8.5,0.2332,1053.7,28.76,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2035,SSP5-8.5,0.2348,1046.3,28.9,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2036,SSP5-8.5,0.2593,1038.8,29.04,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2037,SSP5-8.5,0.2695,1031.3,29.18,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2038,SSP5-8.5,0.3066,1023.8,29.32,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2039,SSP5-8.5,0.2946,1016.4,29.46,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
Andhra Pradesh,Srikakulam,North Coastal,18.2949,83.8938,2040,SSP5-8.5,0.2706,1008.9,29.6,0.19,good,NASA POWER baseline + IPCC AR6 SSP rates
